level_0,index,ds,BNB_USDT_1h_open,BNB_USDT_1h_high,BNB_USDT_1h_low,BNB_USDT_1h_close,BNB_USDT_1h_volume,BTC_USDT_1h_open,BTC_USDT_1h_high,BTC_USDT_1h_low,BTC_USDT_1h_close,BTC_USDT_1h_volume,DOGE_USDT_1h_open,DOGE_USDT_1h_high,DOGE_USDT_1h_low,DOGE_USDT_1h_close,DOGE_USDT_1h_volume,ETH_USDT_1h_open,ETH_USDT_1h_high,ETH_USDT_1h_low,ETH_USDT_1h_close,ETH_USDT_1h_volume,SOL_USDT_1h_open,SOL_USDT_1h_high,SOL_USDT_1h_low,SOL_USDT_1h_close,SOL_USDT_1h_volume,XRP_USDT_1h_open,XRP_USDT_1h_high,XRP_USDT_1h_low,XRP_USDT_1h_close,XRP_USDT_1h_volume
365,365,2024-04-08,583.8346,601.0802,577.7501,586.3399,33114.02982,69352.38,72784.7,69040.0,71630.31,12436.984031,0.19889,0.20914,0.19549,0.20264,457081614.3,3454.24,3730.19,3407.1,3695.17,145542.50505,179.58,184.69,175.27,180.7,612458.672,0.5944,0.6264,0.5881,0.6145,189618494.56
366,366,2024-04-09,586.3399,598.2141,571.4272,580.4976,42649.8093,71630.31,71766.96,68180.01,69140.58,11900.281176,0.20264,0.20349,0.18562,0.18916,505187032.7,3695.17,3726.33,3451.63,3505.81,153869.23583,180.7,180.91,169.06,172.4,734342.026,0.6145,0.643,0.6012,0.614,237045036.10999998
367,367,2024-04-10,580.4976,610.9639,573.3316,609.8681,66191.35363,69140.58,71189.61,67500.0,70629.34,12522.115466,0.18916,0.20264,0.17945,0.19977,590589957.4,3505.81,3563.81,3411.0,3545.4,138750.99457,172.4,175.48,162.35,173.34,1099338.344,0.614,0.6205,0.5922,0.6172,209701517.39
368,368,2024-04-11,609.8681,618.031,591.9043,604.7412,66503.41005,70629.34,71308.61,69555.0,70006.3,11097.648846,0.19977,0.20372,0.18934,0.1938,730841413.8,3545.4,3618.16,3473.59,3502.59,110355.09034,173.34,176.35,170.0,172.35,791143.744,0.6172,0.6215,0.603,0.6085,104802891.09
369,369,2024-04-12,604.7412,632.0,565.7739,595.5284,112016.90828,70006.3,71249.99,65000.0,67112.38,15447.281832,0.1938,0.20145,0.15282,0.17403,1127461805.2,3502.59,3552.99,3074.18,3237.58,196997.84894,172.35,175.94,139.55,153.19,1910915.454,0.6085,0.6158,0.4901,0.5469,336044461.75
370,370,2024-04-13,595.5284,600.0985,502.601,553.0755,98309.96675,67112.38,67944.98,60000.01,63928.07,26580.026547,0.17403,0.17584,0.12606,0.15263,1800227686.8,3237.58,3302.37,2800.99,3005.69,367374.35321000003,153.19,154.97,113.0,138.35,4792179.032000001,0.5469,0.5491,0.4105,0.4787,687550168.53
371,371,2024-04-14,553.0755,570.311,536.1426,566.5258,65218.91396,63928.07,65859.56,62119.08,65663.91,20823.608774,0.15263,0.16515,0.14368,0.16226,1091963924.1,3005.69,3174.6,2905.44,3154.51,262264.86999,138.35,152.87,130.44,151.23,3351814.454,0.4787,0.5073,0.4637,0.5032,537735437.09
372,372,2024-04-15,566.5258,585.5197,544.5309,552.7986,57058.25959,65663.91,66866.04,62256.13,63430.69,25052.53106,0.16226,0.16904,0.15024,0.16124,1111537672.4,3154.51,3278.41,3022.8,3102.0,215560.92932,151.23,156.06,133.62,138.53,2818242.543,0.5032,0.5189,0.4811,0.4976,401535017.36
373,373,2024-04-16,552.7986,554.2635,522.8177,537.7834,44543.80374,63430.69,64419.77,61575.76,63795.53,23640.388453,0.16124,0.16253,0.14626,0.15598,657017495.4,3102.0,3127.43,2987.01,3084.0,214964.12719,138.53,140.6,126.45,136.23,2422457.065,0.4976,0.502,0.4755,0.4964,236073306.66
374,374,2024-04-17,537.7834,547.7296,512.6703,534.0616,56935.58311,63795.53,64518.5,59652.26,61278.19,23855.356161,0.15598,0.16043,0.14424,0.14758,529552891.0,3084.0,3123.59,2913.51,2985.2,211329.39922999998,136.23,142.72,126.86,131.84,2165868.381,0.4964,0.508,0.4716,0.4951,270457081.45
375,375,2024-04-18,534.0616,556.0,527.0,552.0194,64039.75762,61278.19,64136.23,60793.57,63471.0,22674.894688,0.14758,0.15386,0.14087,0.15222,591351152.1,2985.2,3095.0,2953.34,3064.39,175412.64466,131.84,143.99,127.59,142.06,1810462.758,0.4951,0.5059,0.4855,0.5026,211256233.32
376,376,2024-04-19,552.0194,564.1663,523.9177,553.9566,41027.92753,63471.0,65453.07,59580.0,63812.9,27931.173515,0.15222,0.15725,0.13885,0.15635,572818099.9,3064.39,3129.53,2865.0,3056.37,243237.91769,142.06,147.51,128.41,142.47,2262314.587,0.5026,0.5108,0.4666,0.5029,324055071.43
377,377,2024-04-20,553.9566,574.2962,548.833,570.7208,30839.39965,63812.9,65429.99,63083.01,64939.0,8439.459572,0.15635,0.16502,0.15061,0.16258,380935136.4,3056.37,3171.23,3018.24,3155.61,79631.34071,142.47,152.42,139.68,151.22,973246.851,0.5029,0.53,0.4981,0.5288,165100411.34
378,378,2024-04-21,570.7208,582.5086,566.364,579.6242,29973.24092,64939.0,65704.84,64231.29,64943.17,7046.427166,0.16258,0.16583,0.15507,0.15822,255623832.5,3155.61,3197.47,3116.29,3147.44,76307.84297,151.22,153.49,146.75,148.82,715140.224,0.5288,0.5368,0.5182,0.5246,114937772.81
379,379,2024-04-22,579.6242,608.9099,578.4343,604.7453,62619.250439999996,64943.17,67240.79,64504.0,66811.56,14312.135788,0.15822,0.16341,0.15647,0.16122,233840089.2,3147.44,3236.39,3128.8,3200.63,106750.80718999999,148.82,158.58,146.65,156.98,1100048.639,0.5246,0.5715,0.5222,0.5559,226537701.0
380,380,2024-04-23,604.7453,619.8,598.923,606.1903,82163.72931,66811.56,67181.6,65790.31,66417.53,12381.038037,0.16122,0.163,0.1568,0.15981,190918127.8,3200.63,3264.46,3151.6,3219.23,96089.50422,156.98,160.04,153.02,154.76,803326.373,0.5559,0.5576,0.5415,0.5446,169299556.44
381,381,2024-04-24,606.1903,619.0,592.554,608.757,61930.82514,66417.53,67088.8,63602.0,64286.9,16171.480986,0.15981,0.16454,0.14933,0.15134,409045548.6,3219.23,3293.98,3104.42,3140.43,128294.02071,154.76,159.78,145.53,147.78,1314253.128,0.5446,0.552,0.5212,0.5275,225776727.13
382,382,2024-04-25,608.757,617.8859,600.777,613.1226,48047.30068,64286.9,65303.0,62777.36,64495.92,17461.266457,0.15134,0.15442,0.14741,0.15129,240075819.3,3140.43,3191.72,3071.67,3156.12,157139.43655,147.78,150.09,142.06,144.86,1267665.245,0.5275,0.5327,0.5136,0.5254,151408049.35
383,383,2024-04-26,613.1226,615.0355,596.831,598.0149,31007.83658,64495.92,64822.78,63313.7,63777.35,17141.815069,0.15129,0.1518,0.14682,0.148,194672802.4,3156.12,3168.26,3101.59,3131.43,116086.81689,144.86,146.2,138.71,139.25,814116.001,0.5254,0.536,0.5144,0.526,153688742.88
384,384,2024-04-27,598.0149,608.8,584.4444,596.2378,28154.970409999998,63777.35,63929.01,62395.8,63455.86,11511.057753,0.148,0.14975,0.14214,0.14775,192756906.6,3131.43,3284.2,3066.9,3255.81,113111.21429999999,139.25,143.04,132.55,141.33,868097.419,0.526,0.5265,0.507,0.518,88511439.81
385,385,2024-04-28,596.2378,608.1125,596.2378,600.1334,26239.35506,63455.86,64374.92,62759.0,63121.38,11025.671094,0.14775,0.15108,0.14594,0.14666,162926591.3,3255.81,3361.59,3250.06,3263.46,96812.72794,141.33,144.76,137.05,137.99,507410.287,0.518,0.5254,0.5086,0.5104,67739625.36
386,386,2024-04-29,600.1334,602.7263,580.3786,592.8646,29905.10233,63121.38,64218.75,61774.09,63867.84,16453.0282,0.14666,0.14808,0.13966,0.14342,250182789.70000002,3263.46,3287.75,3115.26,3217.0,178108.75502,137.99,138.95,133.37,137.79,889062.225,0.5104,0.5175,0.4987,0.515,133261246.47
387,387,2024-04-30,592.8646,604.4,555.5555,578.3874,54929.46018,63867.84,64735.32,59180.12,60681.36,20140.608003,0.14342,0.14602,0.12915,0.13338,283130866.4,3217.0,3251.53,2920.33,3014.45,231954.72774,137.79,139.79,121.24,126.75,1359805.031,0.515,0.5197,0.4878,0.5008,192185988.17
388,388,2024-05-01,578.3874,580.389,536.5,561.8617,44093.21472,60681.36,60856.77,56542.32,58341.1,23911.377215,0.13338,0.13392,0.12006,0.13021,617456674.3,3014.45,3023.45,2816.52,2972.25,250789.84068999998,126.75,135.96,118.0,134.63,2233516.557,0.5008,0.5215,0.4783,0.5175,316283333.93
389,389,2024-05-02,561.8617,565.9456,540.933,560.4097,32614.638030000002,58341.1,59633.32,56937.51,59063.6,16190.803101,0.13021,0.13446,0.12407,0.13193,423760032.2,2972.25,3016.47,2892.06,2986.7,148725.87416,134.63,140.97,128.28,137.57,1444495.7650000001,0.5175,0.5245,0.5068,0.5179,136653936.26
390,390,2024-05-03,560.4097,590.0,558.9244,586.9793,30790.78747,59063.6,63343.66,58807.61,62877.97,17674.383863,0.13193,0.14803,0.13116,0.14604,340267855.0,2986.7,3126.92,2958.38,3102.72,124770.88271,137.57,144.99,135.59,143.68,1145117.408,0.5179,0.5366,0.5146,0.5316,100226670.77
391,391,2024-05-04,586.9793,593.8035,582.5,585.6492,20639.47657,62877.97,64539.04,62542.46,63894.37,10197.767219,0.14604,0.1702,0.14574,0.16012,711143472.8,3102.72,3168.31,3092.71,3117.16,74784.30142,143.68,149.19,142.23,146.05,656077.155,0.5316,0.5409,0.5272,0.5302,66395937.29
392,392,2024-05-05,585.6492,594.96,579.4052,591.846,17120.81967,63894.37,64661.14,62880.0,64020.72,9632.016631999999,0.16012,0.16354,0.15459,0.16097,408439484.1,3117.16,3171.89,3072.29,3136.59,77770.46627,146.05,148.0,143.18,145.74,444320.739,0.5302,0.5334,0.5241,0.5296,50483330.74
393,393,2024-05-06,591.846,602.3905,583.0,588.1823,29209.760440000002,64020.72,65513.99,62685.0,63166.31,14010.714861999999,0.16097,0.16913,0.15396,0.15649,550806877.8,3136.59,3222.0,3046.03,3062.92,148286.10959,145.74,156.93,145.42,152.87,1192115.606,0.5296,0.5701,0.5247,0.5401,237660508.97
394,394,2024-05-07,588.1823,600.3907,575.752,576.4004,29804.18231,63166.31,64419.12,62251.4,62326.12,13047.809379,0.15649,0.15993,0.14931,0.14999,313041373.9,3062.92,3130.26,3000.0,3006.4,127146.89611,152.87,159.31,147.77,148.04,1086549.45,0.5401,0.5443,0.5216,0.5244,123119790.57
395,395,2024-05-08,576.4004,589.8993,574.3086,588.4138,43533.22059,62326.12,63029.99,60881.0,61198.46,13187.540178,0.14999,0.15197,0.14205,0.14322,298117188.5,3006.4,3038.64,2936.53,2974.0,127305.76674,148.04,149.99,140.02,142.18,1033834.789,0.5244,0.5298,0.5153,0.5171,117651636.57000001
396,396,2024-05-09,588.4138,607.0947,586.4332,596.6906,62385.71547,61198.46,63436.46,60611.03,63072.51,11851.63103,0.14322,0.15416,0.14312,0.15218,291174426.7,2974.0,3059.33,2950.67,3036.22,107538.46049,142.18,153.43,140.57,152.55,839332.649,0.5171,0.5237,0.5086,0.521,96912196.41
397,397,2024-05-10,596.6906,596.9296,581.4865,585.6942,30804.40878,63072.51,63465.0,60180.0,60803.75,15491.635371,0.15218,0.156,0.14221,0.14393,277480626.1,3036.22,3053.95,2878.01,2910.07,137209.62105,152.55,155.73,144.44,146.04,1206087.307,0.521,0.521,0.497,0.5021,123277696.83
398,398,2024-05-11,585.6942,594.5275,581.4633,592.1861,24940.03238,60803.75,61520.0,60480.01,60834.11,6478.588009,0.14393,0.14624,0.14253,0.14307,152201345.2,2910.07,2945.55,2886.85,2912.38,55834.34835,146.04,147.69,143.07,145.41,472327.204,0.5021,0.5079,0.5005,0.506,49840241.47
399,399,2024-05-12,592.1861,599.2396,587.3972,594.6779,21921.21641,60834.11,61891.49,60603.69,61478.29,6539.214135,0.14307,0.14445,0.13882,0.14124,221842586.5,2912.38,2955.43,2901.33,2929.59,55889.40492,145.41,147.77,142.5,143.43,362620.019,0.506,0.5088,0.4957,0.4993,43723074.13
400,400,2024-05-13,594.6779,598.4169,585.074,591.781,29745.54934,61478.29,63468.56,60750.0,62932.71,17247.863118,0.14124,0.15742,0.13582,0.14864,646724944.4,2929.59,2996.84,2864.93,2950.81,141231.75501,143.43,150.82,137.86,147.51,1235777.011,0.4993,0.512,0.4868,0.5052,147315376.65
401,401,2024-05-14,591.781,593.0604,561.7132,566.9934,31202.08033,62932.71,63113.25,61101.0,61574.29,14601.271824,0.14864,0.1552,0.14426,0.14552,582404848.0,2950.81,2961.06,2861.0,2882.21,123678.50941,147.51,149.08,141.83,142.04,982029.298,0.5052,0.5131,0.4973,0.5003,129191526.78
402,402,2024-05-15,566.9934,587.3339,561.0452,581.1677,32090.329579999998,61574.29,66458.49,61337.16,66211.22,18387.694884,0.14552,0.157,0.14528,0.15534,436740723.1,2882.21,3041.64,2864.04,3032.23,133331.88324,142.04,158.84,141.23,158.51,1073462.549,0.5003,0.5195,0.4964,0.5188,119189252.02
403,403,2024-05-16,581.1677,586.6095,565.1819,569.1524,30478.57668,66211.22,66769.85,64600.0,65242.59,15990.04851,0.15534,0.15935,0.1486,0.14972,328237499.8,3032.23,3041.15,2923.33,2944.81,120738.07235,158.51,164.8,156.61,159.37,1218536.798,0.5188,0.5227,0.5122,0.5157,121859114.43
404,404,2024-05-17,569.1524,584.48,568.6345,580.8748,21494.91379,65242.59,67458.04,65102.17,67007.99,13668.525782,0.14972,0.15671,0.14916,0.15555,230149614.1,2944.81,3120.06,2933.17,3091.75,149836.31802,159.37,172.07,159.34,169.42,879744.367,0.5157,0.5292,0.5134,0.5235,97440280.69
405,405,2024-05-18,580.8748,581.8801,574.2815,580.3532,14012.56143,67007.99,67379.43,66567.4,66909.33,7394.443314,0.15555,0.15694,0.1511,0.15301,140431844.4,3091.75,3147.37,3083.58,3123.31,89054.98756,169.42,175.94,168.64,172.41,649370.335,0.5235,0.5256,0.5186,0.5212,51632399.87
406,406,2024-05-19,580.3532,581.8307,570.741,574.561,22043.49493,66909.33,67730.88,65869.44,66267.58,8902.925101,0.15301,0.15601,0.1474,0.14909,152729227.4,3123.31,3136.98,3053.58,3071.21,83575.31229,172.41,175.5,166.16,169.91,602230.741,0.5212,0.5273,0.5062,0.5096,65477732.81
407,407,2024-05-20,574.561,602.1619,568.7331,599.7104,33457.54159,66267.58,71556.13,66058.89,71432.8,20557.01204,0.14909,0.16636,0.14768,0.1657,313246064.59999996,3071.21,3695.06,3047.8,3662.7,307340.81509,169.91,188.32,167.49,186.71,1217334.59,0.5096,0.538,0.5064,0.5377,141329908.78
408,408,2024-05-21,599.7104,632.8705,593.2492,618.646,92704.75809,71432.8,71981.11,69153.24,70153.0,16546.611129,0.1657,0.1734,0.1607,0.17022,514132501.7,3662.7,3842.75,3625.48,3790.33,286155.79709,186.71,188.93,174.34,178.16,1284538.88,0.5377,0.5572,0.5319,0.5371,194604231.56
409,409,2024-05-22,618.646,626.5844,610.0001,614.8112,52527.9118,70153.0,70677.47,68896.2,69163.1,15990.402173,0.17022,0.17459,0.16172,0.16627,385119008.7,3790.33,3813.52,3653.12,3738.0,202656.99492,178.16,183.54,175.03,176.98,1106804.097,0.5371,0.5381,0.5224,0.5268,120546008.88
410,410,2024-05-23,614.8112,617.103,577.7549,599.2577,71730.92321,69163.1,70096.43,66299.22,67971.36,19022.936648,0.16627,0.16944,0.15153,0.15972,394827397.8,3738.0,3949.65,3525.01,3782.52,408238.40218,176.98,181.19,165.01,176.14,1942031.203,0.5268,0.5489,0.5018,0.5287,329206877.88
411,411,2024-05-24,599.2577,605.3208,588.2579,600.16,26899.03806,67971.36,69257.66,66611.44,68563.06,12600.48499,0.15972,0.17326,0.15505,0.16383,702640494.9,3782.52,3829.58,3627.85,3727.8,160815.79818,176.14,176.14,162.48,167.67,955737.5,0.5287,0.5374,0.5168,0.5359,124830506.44
412,412,2024-05-25,600.16,606.6,599.37,602.24,7916.60326,68563.06,69625.0,68502.0,69292.07,5310.57936,0.16383,0.17446,0.16265,0.17407,370769199.3,3727.8,3779.99,3708.4,3749.5,74801.04986,167.67,170.54,165.88,168.37,625837.6900000001,0.5359,0.5429,0.5326,0.5416,65002909.019999996
413,413,2024-05-26,602.24,605.31,598.16,600.14,10501.96605,69292.07,69558.4,68160.0,68510.0,6485.364258,0.17407,0.17494,0.16547,0.1662,311729291.2,3749.5,3884.63,3731.46,3826.15,93510.68948,168.37,168.41,160.93,163.44,680802.019,0.5416,0.542,0.5256,0.5284,45411098.8
414,414,2024-05-27,600.14,614.49,599.55,603.81,18493.63482,68510.0,70696.14,68257.01,69431.61,16441.96352,0.1662,0.17356,0.16413,0.1691,293858016.2,3826.15,3977.79,3823.28,3893.91,125692.24296,163.44,172.29,163.32,170.16,790064.548,0.5284,0.541,0.5237,0.534,87192583.26
415,415,2024-05-28,603.81,605.97,593.65,601.73,23236.22894,69431.61,69593.09,67264.6,68406.58,15524.263762,0.1691,0.16987,0.16154,0.16499,300507956.0,3893.91,3931.28,3774.14,3844.51,158056.02973,170.16,173.29,164.92,168.71,1118284.951,0.534,0.5355,0.5211,0.5286,121417946.7
416,416,2024-05-29,601.73,603.64,593.11,595.67,19401.31952,68406.58,68936.84,67133.91,67648.85,15926.62647,0.16499,0.17089,0.16216,0.16387,328621349.3,3844.51,3888.57,3744.08,3767.34,132807.89088,168.71,173.93,167.15,168.32,915384.095,0.5286,0.5332,0.52,0.5239,110562075.56
417,417,2024-05-30,595.67,603.86,586.27,595.07,22166.50699,67648.85,69520.23,67128.74,68356.69,18075.029869,0.16387,0.16572,0.15635,0.15946,305925103.8,3767.34,3825.67,3702.39,3748.0,123326.28928,168.32,172.62,163.5,166.88,927811.198,0.5239,0.5283,0.5127,0.5188,114135786.82000001
418,418,2024-05-31,595.07,599.01,589.9,593.7,16010.1428,68356.69,69053.77,66649.0,67541.3,9210.838185,0.15946,0.16259,0.15429,0.159,214085947.2,3748.0,3851.86,3723.23,3762.62,112154.87557,166.88,171.02,163.82,165.66,770461.926,0.5188,0.526,0.511,0.5176,95087620.36
419,419,2024-06-01,593.7,608.47,593.12,601.9,12888.47456,67541.3,67894.64,67435.0,67763.27,3225.202275,0.159,0.1618,0.15842,0.16031,90418647.3,3762.62,3833.27,3752.9,3815.79,47566.57894,165.66,167.98,165.66,166.14,289167.686,0.5176,0.522,0.5174,0.5187,31167341.34
420,420,2024-06-02,601.9,605.93,595.85,602.98,16113.5476,67763.27,68472.24,67290.07,67765.5,6140.09845,0.16031,0.16136,0.15469,0.1571,102103014.3,3815.79,3838.42,3752.16,3781.32,73599.55823,166.14,167.13,161.33,163.15,447664.512,0.5187,0.5209,0.5081,0.5136,50233746.8
421,421,2024-06-03,602.98,638.79,601.19,626.48,66355.24518,67765.5,70298.0,67605.0,68808.04,14339.197907,0.1571,0.16346,0.15578,0.15835,182286560.5,3781.32,3850.69,3757.1,3767.2,115406.14852,163.15,167.27,161.79,164.92,837578.6919999999,0.5136,0.5231,0.5117,0.5199,73193317.68
422,422,2024-06-04,626.48,688.91,618.86,685.86,78360.04600999999,68808.04,71081.56,68567.79,70535.9,14561.702063,0.15835,0.16185,0.15704,0.16137,108849048.8,3767.2,3832.4,3730.0,3810.5,119414.59153,164.92,171.87,164.31,171.76,681691.093,0.5199,0.5304,0.5181,0.5257,85428848.16
423,423,2024-06-05,685.86,728.09,684.81,698.87,76576.00558,70535.9,71772.99,70379.81,71113.08,12916.721058000001,0.16137,0.16485,0.1612,0.16328,154631668.0,3810.5,3887.34,3777.82,3866.53,122091.65944,171.76,175.61,171.13,173.55,839818.3319999999,0.5257,0.5326,0.5238,0.5258,71395481.27
424,424,2024-06-06,698.87,722.29,692.05,711.03,61693.40882,71113.08,71662.99,70101.96,70799.8,12156.486739,0.16328,0.16577,0.15827,0.16013,166350740.9,3866.53,3878.37,3758.27,3813.56,109391.72783999999,173.55,174.36,167.56,170.15,651321.7119999999,0.5258,0.5279,0.5164,0.5215,70953422.0
425,425,2024-06-07,711.03,711.78,656.9,683.89,65541.30548,70799.8,72000.0,68369.24,69354.07,16532.354939,0.16013,0.16224,0.1372,0.14819,481191083.09999996,3813.56,3842.1,3571.54,3678.6,202088.22765,170.15,172.85,151.74,162.51,1290101.0620000002,0.5215,0.528,0.45,0.499,272417879.97
426,426,2024-06-08,683.89,694.8,677.82,682.6,31664.73636,69354.07,69588.48,69167.54,69301.94,5774.59592,0.14819,0.14872,0.1435,0.1459,222723130.3,3678.6,3709.78,3661.33,3681.27,82307.84446,162.51,163.8,157.34,157.83,611465.997,0.499,0.5008,0.4898,0.4927,75503652.48
427,427,2024-06-09,682.6,684.72,670.24,673.04,24209.81121,69301.94,69853.68,69133.84,69643.54,4967.488751,0.1459,0.14915,0.14492,0.14681,104334386.7,3681.27,3722.46,3666.59,3706.52,71286.87011,157.83,163.06,156.53,162.1,506371.246,0.4927,0.4993,0.4909,0.4986,36348220.86
428,428,2024-06-10,673.04,674.69,612.61,624.88,83364.12776,69643.54,70232.13,69166.85,69528.41,10936.022114000001,0.14681,0.14792,0.14323,0.14479,133326668.9,3706.52,3713.84,3643.42,3667.86,120324.33227,162.1,163.19,157.46,159.05,713978.98,0.4986,0.5059,0.4933,0.4968,85673396.96
429,429,2024-06-11,624.88,628.94,595.41,602.34,77628.51973,69528.41,69581.02,66019.01,67313.8,23686.897516,0.14479,0.14519,0.13365,0.13806,353719465.8,3667.86,3672.91,3431.14,3497.51,234993.02455,159.05,159.76,145.11,149.31,1459995.678,0.4968,0.497,0.4705,0.4803,221955488.31
430,430,2024-06-12,602.34,635.25,591.04,619.28,61519.152949999996,67313.8,70025.73,66894.79,68264.02,20264.13826,0.13806,0.15067,0.1346,0.14622,515676315.5,3497.51,3657.02,3461.52,3560.37,176044.69912,149.31,161.8,145.43,155.21,1443600.0,0.4803,0.498,0.4741,0.4916,155578952.06
431,431,2024-06-13,619.28,619.94,595.56,599.78,36378.1861,68264.02,68472.61,66259.68,66775.46,18548.629659,0.14622,0.14648,0.14011,0.1411,260899666.1,3560.37,3561.92,3427.48,3469.06,161313.49042,155.21,155.21,146.07,147.28,1137041.831,0.4916,0.4917,0.4755,0.4768,112757601.4
432,432,2024-06-14,599.78,612.29,582.07,603.23,32583.46891,66775.46,67368.34,65057.23,66047.32,17740.729591,0.1411,0.14341,0.1315,0.13499,268731978.4,3469.06,3532.3,3361.9,3481.89,173458.0759,147.28,149.02,139.49,143.04,1045013.175,0.4768,0.4813,0.459,0.4746,143616773.9
433,433,2024-06-15,603.23,609.66,601.44,608.03,12739.0074,66047.32,66479.99,65843.41,66222.31,6522.871127,0.13499,0.13754,0.13406,0.13679,117337017.3,3481.89,3594.37,3473.14,3569.33,113921.60924,143.04,145.77,142.89,145.52,562728.0650000001,0.4746,0.5051,0.474,0.4907,95347846.37
434,434,2024-06-16,608.03,612.05,601.15,610.79,14179.69208,66222.31,66980.19,66037.23,66673.72,7667.543741,0.13679,0.13769,0.13466,0.13712,86491653.5,3569.33,3655.1,3541.09,3624.26,99289.59462,145.52,151.38,143.01,151.29,651837.197,0.4907,0.4995,0.4878,0.4891,66217778.93
435,435,2024-06-17,610.79,612.65,590.96,604.22,28190.39208,66673.72,67305.58,65120.3,66485.46,20212.270742,0.13712,0.13823,0.12593,0.12878,274065698.3,3624.26,3638.24,3464.93,3511.03,229501.825,151.29,151.76,139.79,143.27,1142249.566,0.4891,0.5213,0.484,0.5047,249802217.62
436,436,2024-06-18,604.22,606.61,574.81,588.63,50359.97317,66485.46,66589.1,64044.12,65178.29,26600.760875,0.12878,0.1293,0.11314,0.12226,596262472.1,3511.03,3517.11,3350.0,3483.78,272360.99505,143.27,143.8,125.95,137.42,1951425.351,0.5047,0.5097,0.4681,0.491,289760344.55
437,437,2024-06-19,588.63,606.37,586.81,599.36,32606.345559999998,65178.29,65733.44,64670.0,64964.02,14175.184918,0.12226,0.12678,0.12141,0.12249,236836184.4,3483.78,3589.0,3465.97,3560.53,179381.02419999999,137.42,141.92,134.44,135.62,1077649.051,0.491,0.4996,0.4869,0.4933,100902516.1
438,438,2024-06-20,599.36,607.99,584.86,587.65,22925.284639999998,64964.02,66487.0,64550.0,64876.83,17730.894769,0.12249,0.12889,0.12134,0.12455,244337924.3,3560.53,3626.13,3485.14,3512.58,179397.83126,135.62,141.31,131.86,133.57,982663.851,0.4933,0.5026,0.4881,0.4888,96621964.27
439,439,2024-06-21,587.65,589.38,577.64,586.28,11616.61053,64876.83,65079.75,63368.63,64142.67,18999.233571,0.12455,0.12573,0.12138,0.12417,176871749.4,3512.58,3548.03,3446.09,3518.71,200522.58686,133.57,135.4,128.73,134.63,1064499.87,0.4888,0.4958,0.4797,0.489,119687826.65
440,440,2024-06-22,586.28,591.48,581.04,591.06,8689.20457,64142.67,64532.36,63937.5,64259.11,5025.851422,0.12417,0.12555,0.12289,0.12376,84823242.1,3518.71,3521.57,3475.58,3495.87,70888.98515,134.63,136.77,132.96,133.69,442809.732,0.489,0.4897,0.4842,0.4866,37574193.7
441,441,2024-06-23,591.06,593.09,575.98,577.57,13464.13466,64259.11,64519.68,63163.63,63209.63,6867.007231,0.12376,0.12638,0.12093,0.12221,147832150.7,3495.87,3521.35,3403.02,3420.76,122154.85205,133.69,135.12,128.19,128.67,510010.917,0.4866,0.4892,0.4743,0.4797,51614848.32
442,442,2024-06-24,577.57,582.05,551.26,568.06,25977.88818,63209.63,63370.16,58382.94,60297.29,34352.129649,0.12221,0.12395,0.11352,0.11901,380298752.90000004,3420.76,3435.54,3221.86,3352.78,295310.55673999997,128.67,132.64,121.78,132.33,1701515.284,0.4797,0.4824,0.4617,0.4739,204036709.15
443,443,2024-06-25,568.06,580.07,566.66,578.21,13608.99779,60297.29,62427.41,60256.49,61804.29,19623.101274,0.11901,0.12861,0.1188,0.12619,297253593.5,3352.78,3429.69,3336.41,3394.2,135388.44603,132.33,139.93,131.19,136.58,907448.547,0.4739,0.4802,0.473,0.4757,78204195.73
444,444,2024-06-26,578.21,584.49,567.4,573.08,20820.09837,61804.29,62493.01,60704.75,60857.49,15660.472163,0.12619,0.12866,0.12185,0.12278,161976905.5,3394.2,3426.62,3324.0,3371.34,144036.90504,136.58,140.43,134.83,136.8,759321.755,0.4757,0.4781,0.4652,0.4697,108599004.5
445,445,2024-06-27,573.08,585.0,566.45,581.69,14429.54064,60857.49,62398.87,60607.7,61695.87,16742.737307,0.12278,0.12846,0.12063,0.12711,203650537.1,3371.34,3477.37,3361.4,3450.39,128572.36927,136.8,151.25,135.17,149.68,1179390.966,0.4697,0.477,0.4656,0.4752,102346537.25
446,446,2024-06-28,581.69,585.17,565.76,567.48,11918.11363,61695.87,62233.23,60038.29,60433.19,20671.496475,0.12711,0.12854,0.12215,0.12309,231623153.3,3450.39,3487.72,3365.28,3380.43,134681.96183,149.68,150.8,138.98,140.03,1040876.216,0.4752,0.4812,0.4691,0.4717,124018546.23
447,447,2024-06-29,567.48,574.16,566.9,570.15,6306.66313,60433.19,61239.61,60400.0,60979.9,7932.1295199999995,0.12309,0.12439,0.12138,0.1219,77272346.1,3380.43,3408.14,3371.22,3378.81,50439.88505,140.03,143.22,139.65,140.27,450889.47,0.4717,0.4768,0.4709,0.4727,40768911.3
448,448,2024-06-30,570.15,585.03,568.21,582.23,9236.95036,60979.9,63068.91,60707.31,62772.83,9159.040658,0.1219,0.12565,0.1205,0.12449,96229942.6,3378.81,3460.0,3352.02,3438.07,78794.94391,140.27,147.72,137.11,146.61,670392.209,0.4727,0.4782,0.4701,0.4761,52819992.74
