level_0,index,ds,BNB_USDT_1h_open,BNB_USDT_1h_high,BNB_USDT_1h_low,BNB_USDT_1h_close,BNB_USDT_1h_volume,BTC_USDT_1h_open,BTC_USDT_1h_high,BTC_USDT_1h_low,BTC_USDT_1h_close,BTC_USDT_1h_volume,DOGE_USDT_1h_open,DOGE_USDT_1h_high,DOGE_USDT_1h_low,DOGE_USDT_1h_close,DOGE_USDT_1h_volume,ETH_USDT_1h_open,ETH_USDT_1h_high,ETH_USDT_1h_low,ETH_USDT_1h_close,ETH_USDT_1h_volume,SOL_USDT_1h_open,SOL_USDT_1h_high,SOL_USDT_1h_low,SOL_USDT_1h_close,SOL_USDT_1h_volume,XRP_USDT_1h_open,XRP_USDT_1h_high,XRP_USDT_1h_low,XRP_USDT_1h_close,XRP_USDT_1h_volume
168,168,2023-09-24,210.3843,211.2047,206.3032,208.3293,1728.95813,26577.99,26734.68,26120.0,26246.86,4122.626432,0.06151,0.06174,0.06029,0.06068,28414054.0,1593.8,1601.0,1570.6,1580.77,39171.4324,19.47,19.68,19.19,19.37,135380.951,0.5075,0.5115,0.4982,0.5021,18668510.59
169,169,2023-09-25,208.3293,210.4999,206.5925,209.9235,4805.82175,26246.86,26447.37,25990.39,26302.1,9800.05764,0.06068,0.06124,0.06008,0.06095,29131324.1,1580.77,1597.45,1562.95,1588.3,77245.95616,19.37,19.73,19.08,19.39,293529.694,0.5021,0.507,0.4913,0.5055,41095301.25
170,170,2023-09-26,209.9235,213.7903,209.7521,212.511,5930.24324,26302.1,26396.25,26094.16,26219.98,5003.480275,0.06095,0.06114,0.05932,0.06062,42603840.7,1588.3,1599.2,1580.4,1593.92,43859.20527,19.39,19.52,18.84,19.02,150623.385,0.5055,0.5073,0.496,0.5018,31367476.16
171,171,2023-09-27,212.511,215.9999,210.4403,212.0786,4142.35774,26219.98,26850.0,26110.75,26373.97,10582.395348,0.06062,0.0614,0.06017,0.06052,43239784.6,1593.92,1634.05,1583.41,1598.6,108581.39996000001,19.02,19.47,18.73,19.13,180048.25699999998,0.5018,0.5071,0.497,0.4993,39428423.17
172,172,2023-09-28,212.0786,217.0805,210.1203,215.0161,5624.36458,26373.97,27313.93,26346.1,27024.0,12829.411772,0.06052,0.06167,0.06039,0.0615,35541809.7,1598.6,1668.48,1597.9,1652.98,136678.63395,19.13,19.98,19.1,19.97,206501.836,0.4993,0.51,0.4953,0.5096,36967524.81
173,173,2023-09-29,215.0161,217.4631,214.4115,215.154,3156.2264,27024.0,27248.35,26669.51,26910.0,9381.220373,0.0615,0.0625,0.06131,0.06212,43098161.300000004,1652.98,1688.34,1648.41,1667.4,94598.27034999999,19.97,20.45,19.84,20.28,224902.839,0.5096,0.5495,0.5062,0.5214,125044759.88
174,174,2023-09-30,215.154,216.5134,214.1072,214.6296,2561.7164,26910.0,27094.72,26892.0,26965.24,1770.824973,0.06212,0.06273,0.06175,0.06207,28103070.2,1667.4,1694.27,1666.21,1670.85,34955.19091,20.28,21.8,20.08,21.36,315493.975,0.5214,0.5216,0.5134,0.5149,30562028.85
175,175,2023-10-01,214.6296,219.4523,213.0928,218.0942,3873.10463,26965.24,28190.0,26957.42,27993.52,7228.033774,0.06207,0.0636,0.0617,0.0632,32157660.2,1670.85,1759.16,1668.32,1733.67,80733.27488,21.36,24.5,21.14,23.88,802669.36,0.5149,0.5259,0.5137,0.524,29103266.21
176,176,2023-10-02,218.0942,221.635,213.1224,214.5876,6506.99169,27993.52,28584.91,27285.6,27499.97,19163.339483,0.0632,0.06416,0.0608,0.06201,81894630.5,1733.67,1743.44,1637.2,1662.44,154865.69601,23.88,24.79,22.91,23.38,765847.525,0.524,0.5265,0.5048,0.5121,55971484.99
177,177,2023-10-03,214.5876,216.9307,212.5001,213.4976,3076.83272,27499.97,27679.66,27169.98,27426.77,7938.512786,0.06201,0.0623,0.0611,0.06138,29040413.4,1662.44,1670.44,1643.87,1656.84,66825.95609,23.38,24.8,23.22,23.61,812490.177,0.5121,0.5478,0.5056,0.539,77695528.99
178,178,2023-10-04,213.4976,218.7905,210.7202,213.3706,4609.4141,27426.77,27839.27,27210.79,27782.0,7719.610238,0.06138,0.06157,0.06,0.06146,33813100.9,1656.84,1657.76,1624.0,1646.65,92383.04789,23.61,23.85,22.58,23.13,413139.421,0.539,0.5425,0.5191,0.5327,106536356.84
179,179,2023-10-05,213.3706,213.9176,210.1845,210.5549,2610.0262199999997,27782.0,28120.0,27355.98,27411.99,9079.651563,0.06146,0.06164,0.06057,0.06087,22043319.0,1646.65,1655.2,1607.5,1611.86,101745.81571,23.13,23.75,22.54,22.67,296813.055,0.5327,0.5328,0.5156,0.5226,39769151.38
180,180,2023-10-06,210.5549,214.3863,210.1119,213.2852,2300.73683,27411.99,28282.0,27166.29,27929.99,10625.933719999999,0.06087,0.06161,0.06071,0.06138,17515893.4,1611.86,1662.54,1611.23,1645.11,95999.82334,22.67,23.76,22.67,23.4,313997.63,0.5226,0.5296,0.517,0.5254,28335935.509999998
181,181,2023-10-07,213.2852,219.2051,211.5788,212.2489,2107.5257500000002,27929.99,28027.16,27842.86,27957.1,2505.195806,0.06138,0.06167,0.06105,0.06144,23787646.9,1645.11,1647.55,1630.0,1633.79,27812.27606,23.4,24.22,23.09,23.3,237786.78900000002,0.5254,0.5257,0.5196,0.5217,12918363.02
182,182,2023-10-08,212.2489,212.795,208.8235,211.3406,2980.28044,27957.1,28089.98,27685.64,27916.02,3583.647291,0.06144,0.0616,0.06065,0.06095,12811170.4,1633.79,1641.47,1616.12,1632.68,49093.358309999996,23.3,23.63,23.07,23.22,123523.921,0.5217,0.5235,0.5154,0.5174,15345775.47
183,183,2023-10-09,211.3406,212.1649,202.0268,205.7062,7271.371929999999,27916.02,27986.07,27262.68,27591.27,8990.624446,0.06095,0.06101,0.05655,0.05873,86323907.3,1632.68,1635.87,1545.25,1579.97,166741.83039000002,23.22,23.36,21.6,22.1,307604.159,0.5174,0.52,0.4862,0.5027,51753181.3
184,184,2023-10-10,205.7062,215.7406,205.5541,208.5601,7963.21205,27591.27,27733.59,27297.24,27392.83,5882.811708,0.05873,0.05922,0.05846,0.05912,47586301.8,1579.97,1594.8,1551.2,1567.59,138370.04269,22.1,22.48,21.7,22.11,241734.684,0.5027,0.5027,0.4918,0.4966,27457050.92
185,185,2023-10-11,208.5601,208.8059,204.3112,206.4942,3655.1565,27392.83,27474.6,26532.59,26875.96,9379.855105,0.05912,0.05947,0.05766,0.05852,69258563.1,1567.59,1578.4,1544.66,1566.88,100547.4964,22.11,22.41,21.63,22.02,346375.615,0.4966,0.4977,0.4788,0.4888,47866078.86
186,186,2023-10-12,206.4942,207.1685,202.88,205.2768,3733.39714,26875.96,26940.74,26554.0,26761.11,4782.282679,0.05852,0.05853,0.05726,0.0579,42407657.5,1566.88,1568.56,1519.55,1539.86,100598.98849,22.02,22.04,20.92,21.29,276859.223,0.4888,0.4888,0.4729,0.4829,43875375.38
187,187,2023-10-13,205.2768,208.4201,204.3764,206.0122,2820.83214,26761.11,27129.99,26685.96,26865.33,5627.412493,0.0579,0.05904,0.05778,0.05839,39022026.0,1539.86,1576.2,1537.88,1552.24,81180.61766,21.29,22.2,21.12,21.85,229881.946,0.4829,0.4905,0.4788,0.485,29801154.86
188,188,2023-10-14,206.0122,206.9743,205.0859,206.4998,2031.68719,26865.33,26987.81,26792.91,26854.05,1867.651637,0.05839,0.06,0.05836,0.05984,33589546.0,1552.24,1562.11,1544.63,1554.95,27355.93821,21.85,22.31,21.81,21.99,173366.508,0.485,0.4883,0.4834,0.4866,16616952.06
189,189,2023-10-15,206.4998,212.2912,206.2846,209.8324,2793.85662,26854.05,27296.0,26810.27,27156.64,3778.738782,0.05984,0.05986,0.05901,0.0593,22788534.4,1554.95,1566.98,1548.6,1557.68,39113.97364,21.99,22.17,21.67,21.93,162763.12,0.4866,0.4901,0.485,0.4873,17816775.95
190,190,2023-10-16,209.8324,219.2488,209.6659,214.7821,4834.76736,27156.64,30350.0,27112.09,28503.02,26515.683372,0.0593,0.06176,0.05904,0.06002,72083505.5,1557.68,1641.67,1555.19,1599.53,179232.53481,21.93,24.9,21.89,23.95,845746.856,0.4873,0.5113,0.4847,0.4977,63455309.559999995
191,191,2023-10-17,214.7821,215.0731,208.8236,211.493,3219.2317,28503.02,28630.72,28068.11,28397.83,12413.93963,0.06002,0.06016,0.0581,0.05904,38178275.4,1599.53,1600.6,1551.0,1564.48,73837.34938,23.95,24.58,23.46,23.93,571623.381,0.4977,0.4979,0.484,0.4911,34771981.93
192,192,2023-10-18,211.493,213.8911,209.8886,210.2529,1872.7151999999999,28397.83,28990.89,28140.88,28321.34,10710.106185,0.05904,0.05936,0.05828,0.0586,29711613.4,1564.48,1585.13,1555.81,1563.25,65317.98266,23.93,24.43,23.36,23.41,320356.061,0.4911,0.4924,0.4851,0.4879,41136036.71
193,193,2023-10-19,210.2529,211.4709,208.1,211.2262,2512.06394,28321.34,28922.3,28110.01,28715.89,9161.208978999999,0.0586,0.05898,0.05743,0.05887,37611195.0,1563.25,1574.57,1542.0,1566.58,90042.19103,23.41,25.77,23.11,24.93,599464.155,0.4879,0.5244,0.477,0.5198,101008289.4
194,194,2023-10-20,211.2262,216.664,210.5881,211.9748,5100.72437,28715.89,30239.32,28575.6,29666.73,17524.490016,0.05887,0.0605,0.05864,0.05991,55212534.7,1566.58,1630.44,1561.28,1604.01,106934.42487,24.93,27.54,24.73,27.02,832843.231,0.5198,0.531,0.5086,0.5148,83053309.48
195,195,2023-10-21,211.9748,215.7666,208.9459,214.1364,4050.82632,29666.73,30374.86,29454.66,29909.99,6351.97825,0.05991,0.06148,0.05944,0.06119,45409899.5,1604.01,1644.49,1592.44,1628.86,63340.47307,27.02,30.33,26.65,29.33,1192299.5760000001,0.5148,0.5329,0.5109,0.5209,47064305.76
196,196,2023-10-22,214.1364,218.4621,213.536,217.809,3390.78392,29909.99,30259.14,29640.01,29991.44,5245.027201,0.06119,0.06174,0.05975,0.06169,56783897.2,1628.86,1668.33,1621.52,1663.9,84411.40162,29.33,30.0,28.1,29.05,616172.956,0.5209,0.5243,0.5117,0.5226,30169924.83
197,197,2023-10-23,217.809,231.3234,216.9997,228.5124,8905.71158,29991.44,35333.0,29885.65,33065.47,26475.215336,0.06169,0.06791,0.06132,0.06743,255706284.2,1663.9,1801.03,1657.27,1765.27,224650.53691999998,29.05,32.98,28.75,31.89,1503837.726,0.5226,0.5533,0.52,0.5473,103927091.36
198,198,2023-10-24,228.5124,237.9999,221.5765,225.0986,8894.59828,33065.47,35250.0,32834.33,33923.33,24370.427496,0.06743,0.07009,0.06416,0.0666,226741572.3,1765.27,1854.66,1756.24,1785.07,180509.11778,31.89,32.59,29.52,30.16,1286804.265,0.5473,0.5867,0.5337,0.5587,198738261.46
199,199,2023-10-25,225.0986,229.1436,221.5459,222.1026,5920.49693,33923.33,35131.24,33678.4,34495.11,14369.152994,0.0666,0.06979,0.06457,0.06835,209932043.7,1785.07,1817.9,1760.0,1787.25,107267.77569,30.16,33.93,29.99,32.44,1339117.295,0.5587,0.5646,0.5404,0.5552,70005736.35
200,200,2023-10-26,222.1026,228.085,218.4078,223.0268,6856.6338000000005,34495.11,34825.89,33748.59,34150.02,9295.504045,0.06835,0.07513,0.06783,0.07186,336664143.4,1787.25,1865.6,1762.56,1803.31,146844.43341,32.44,33.3,30.71,32.76,758853.835,0.5552,0.5696,0.5424,0.5534,66152808.65
201,201,2023-10-27,223.0268,231.5776,219.9709,224.21,9587.12209,34150.02,34246.0,33392.33,33893.87,8171.50689,0.07186,0.07243,0.06718,0.06776,169719570.4,1803.31,1804.24,1745.0,1779.44,69725.77484,32.76,33.39,31.25,31.73,718787.488,0.5534,0.5586,0.5326,0.5429,57620689.61
202,202,2023-10-28,224.21,228.3259,223.9808,225.5702,4763.81285,33893.87,34500.0,33864.21,34082.21,3174.394654,0.06776,0.06986,0.06753,0.06902,65709602.0,1779.44,1803.19,1770.0,1776.18,42321.83584,31.73,32.51,31.35,31.63,290745.751,0.5429,0.5502,0.5406,0.5445,22060955.54
203,203,2023-10-29,225.5702,227.9984,223.5938,227.0179,2999.20358,34082.21,34749.99,33933.33,34524.84,4958.607178,0.06902,0.07019,0.0672,0.06934,50902095.3,1776.18,1811.21,1763.04,1795.11,44492.92395,31.63,33.21,31.28,32.82,368612.461,0.5445,0.5614,0.5407,0.5558,29556339.18
204,204,2023-10-30,227.0179,229.2008,224.5445,227.9356,3755.93547,34524.84,34853.68,34050.0,34478.45,8086.674552,0.06934,0.07039,0.06765,0.06959,72034428.5,1795.11,1830.17,1777.36,1808.9,77380.72093,32.82,35.34,32.31,34.94,699860.0329999999,0.5558,0.5844,0.5496,0.5781,83347883.28999999
205,205,2023-10-31,227.9356,229.1342,223.72,226.2488,3666.95793,34478.45,34724.0,34029.55,34641.07,7121.180509,0.06959,0.07085,0.0655,0.06825,152856259.4,1808.9,1819.22,1781.2,1814.72,88606.07329,34.94,38.62,34.83,38.4,1146830.656,0.5781,0.6227,0.5627,0.5995,135201487.27
206,206,2023-11-01,226.2488,229.5635,222.37,227.9702,4679.70281,34641.07,35618.19,34070.82,35420.03,12813.670215,0.06825,0.06963,0.0656,0.06894,172537755.7,1814.72,1857.8,1783.12,1846.77,147645.20599,38.4,46.81,37.84,41.13,2807701.911,0.5995,0.6165,0.5803,0.6085,98573563.01
207,207,2023-11-02,227.9702,233.8017,226.0,231.7961,8986.30945,35420.03,35987.19,34288.57,34940.76,15436.162527,0.06894,0.07091,0.06658,0.06791,134882912.9,1846.77,1874.2,1784.75,1800.86,149790.87003,41.13,44.56,38.63,40.23,1936524.7689999999,0.6085,0.6262,0.5864,0.6053,88469257.36
208,208,2023-11-03,231.7961,232.3499,226.0,230.3318,5116.86957,34940.76,34942.34,34118.49,34714.4,12839.87328,0.06791,0.06823,0.06619,0.06809,65427819.1,1800.86,1834.4,1776.54,1832.59,128843.96415,40.23,40.25,38.0,39.45,1291419.689,0.6053,0.6149,0.5914,0.6122,56763862.49
209,209,2023-11-04,230.3318,238.52,229.4264,237.1234,3693.97534,34714.4,35256.0,34587.72,35062.33,4199.89976,0.06809,0.06929,0.06792,0.06909,52114564.9,1832.59,1869.74,1823.8,1855.77,54426.57615,39.45,42.72,39.01,42.4,1396794.662,0.6122,0.6181,0.6085,0.615,26845571.68
210,210,2023-11-05,237.1234,248.0,236.1533,243.9836,7727.97955,35062.33,35388.73,34450.0,35014.18,6085.706775000001,0.06909,0.0717,0.06884,0.07109,142665654.0,1855.77,1912.74,1846.25,1891.75,103471.66679,42.4,42.85,40.07,41.16,690617.995,0.615,0.6629,0.6139,0.6606,110259024.26
211,211,2023-11-06,243.9836,255.9967,241.538,254.7784,12984.20535,35014.18,35273.1,34728.35,35045.92,5257.085389,0.07109,0.07653,0.07027,0.0764,326385771.3,1891.75,1914.47,1869.23,1900.95,87661.26501999999,41.16,42.2,39.66,42.13,677922.435,0.6606,0.7331,0.6585,0.7146,194278147.35
212,212,2023-11-07,254.7784,255.54,242.1384,246.248,9175.3001,35045.92,35886.0,34514.58,35400.0,9056.997619,0.0764,0.07648,0.07147,0.07337,258911154.4,1900.95,1906.79,1850.4,1885.4,96479.77942,42.13,44.79,40.08,42.92,1392349.779,0.7146,0.7153,0.6472,0.685,152341129.08
213,213,2023-11-08,246.248,248.2975,244.1111,246.7124,6472.29337,35400.0,36115.0,35100.0,35622.02,8715.373228,0.07337,0.0772,0.07278,0.0753,144568368.8,1885.4,1904.8,1873.0,1888.39,59437.62986,42.92,43.88,42.25,43.12,735507.441,0.685,0.6996,0.6726,0.6872,79150090.85
214,214,2023-11-09,246.7124,261.4923,240.0001,251.5032,22100.90987,35622.02,38040.84,35539.96,36708.0,22504.72203,0.0753,0.07787,0.06666,0.07355,412499123.7,1888.39,2131.66,1882.37,2120.98,339464.6434,43.12,48.89,41.0,45.29,2322248.277,0.6872,0.7072,0.6027,0.6666,197733756.55
215,215,2023-11-10,251.5032,257.9703,248.1142,251.0102,16592.76027,36708.0,37533.32,36322.54,37299.37,9007.051742,0.07355,0.07557,0.07237,0.07538,221306102.1,2120.98,2136.54,2065.29,2077.6,159058.93226,45.29,57.53,45.08,56.72,2767673.5810000002,0.6666,0.671,0.6355,0.6592,91039340.36
216,216,2023-11-11,251.0102,255.0748,246.0074,251.5007,10736.13237,37299.37,37397.21,36631.39,37130.01,3865.261038,0.07538,0.08189,0.07449,0.07851,509391973.90000004,2077.6,2089.24,2030.42,2053.12,125665.52199000001,56.72,64.0,53.54,56.36,3734459.922,0.6592,0.6879,0.6399,0.6626,99164277.74
217,217,2023-11-12,251.5007,251.813,244.5717,247.4606,5503.81205,37130.01,37218.0,36726.24,37064.0,3032.24273,0.07851,0.08037,0.075,0.07794,177218684.0,2053.12,2066.44,2011.44,2044.79,64216.0409,56.36,61.92,54.51,56.29,1965514.7519999999,0.6626,0.6708,0.6457,0.6614,45552132.33
218,218,2023-11-13,247.4606,250.05,240.1609,241.1682,12840.45327,37064.0,37419.0,36331.86,36463.4,6993.415483,0.07794,0.07952,0.07334,0.07452,210258782.6,2044.79,2117.86,2028.37,2053.39,146792.846,56.29,59.83,51.5,51.63,2223332.439,0.6614,0.7509,0.6395,0.6699,253205004.65
219,219,2023-11-14,241.1682,249.4728,233.9691,242.2136,17885.470550000002,36463.4,36745.0,34601.0,35547.36,12130.22779,0.07452,0.0756,0.06854,0.07244,227839190.2,2053.39,2064.66,1923.17,1979.27,151123.29588,51.63,58.02,51.13,56.82,2413839.184,0.6699,0.6724,0.5876,0.6293,150787559.72
220,220,2023-11-15,242.2136,255.0691,242.1099,253.6691,16885.57408,35547.36,37960.09,35361.32,37859.99,14955.531861,0.07244,0.07654,0.07226,0.07623,148090070.2,1979.27,2062.31,1967.17,2058.5,145574.9816,56.82,67.14,56.14,65.45,2855243.41,0.6293,0.6506,0.6252,0.648,73224435.89
221,221,2023-11-16,253.6691,255.75,240.1463,242.4766,17239.59447,37859.99,37930.16,35489.97,36164.76,12648.410666,0.07623,0.08341,0.07452,0.0795,537914975.3,2058.5,2091.2,1938.67,1961.71,216421.84221,65.45,68.2,56.38,57.8,2609355.233,0.648,0.6531,0.6029,0.6116,116695653.09
222,222,2023-11-17,242.4766,245.7993,238.4441,244.7976,13144.39821,36164.76,36856.96,35846.6,36608.91,10454.853909,0.0795,0.08756,0.07904,0.08641,766571104.8,1961.71,1991.11,1905.32,1960.71,167846.45212,57.8,60.58,54.04,58.51,3006758.138,0.6116,0.6242,0.5856,0.6132,95842884.89
223,223,2023-11-18,244.7976,245.1593,238.5291,244.77,10235.01581,36608.91,36850.0,36183.61,36571.95,3778.319838,0.08641,0.08665,0.07915,0.08029,577444743.1,1960.71,1971.3,1916.0,1962.6,81781.51524,58.51,59.39,54.68,58.56,1552117.816,0.6132,0.6143,0.589,0.6106,45353102.08
224,224,2023-11-19,244.77,246.8456,241.9553,246.3839,8839.25439,36571.95,37509.36,36374.98,37364.0,5043.747501,0.08029,0.08066,0.07737,0.08047,218797811.2,1962.6,2015.3,1943.54,2011.51,96034.28416,58.56,62.11,56.63,61.1,1402334.26,0.6106,0.6285,0.6012,0.6259,62489058.43
225,225,2023-11-20,246.3839,269.673,238.444,253.1694,55183.37938,37364.0,37779.82,36622.48,37450.67,10565.507161,0.08047,0.08221,0.07664,0.07768,277621746.9,2011.51,2067.14,1989.69,2021.4,187651.20932,61.1,61.32,55.92,56.57,1293129.624,0.6259,0.6283,0.606,0.6122,67459954.61
226,226,2023-11-21,253.1694,273.2057,223.659,225.6252,112030.47775,37450.67,37657.85,35725.46,35747.03,14858.369595,0.07768,0.07874,0.07053,0.07177,303124320.9,2021.4,2034.44,1931.27,1933.36,232880.29353,56.57,57.37,51.21,51.69,1628377.395,0.6122,0.6176,0.5727,0.5785,127416307.25999999
227,227,2023-11-22,225.6252,238.268,224.4741,236.1701,35262.37842,35747.03,37864.94,35617.0,37409.39,11894.888176,0.07177,0.07659,0.07152,0.07572,139682816.1,1933.36,2092.0,1929.05,2063.33,177678.33962,51.69,58.93,51.43,57.56,1254702.7,0.5785,0.6161,0.5774,0.611,88471997.0
228,228,2023-11-23,236.1701,239.2129,230.2654,233.6376,21670.30299,37409.39,37645.61,36865.19,37295.61,5709.874181,0.07572,0.07639,0.07495,0.07618,85727860.8,2063.33,2088.64,2040.0,2062.0,105824.03785000001,57.56,59.63,56.14,56.52,997094.596,0.611,0.6238,0.6061,0.6208,82782086.42999999
229,229,2023-11-24,233.6376,236.7527,231.4353,232.7321,17075.529,37295.61,38413.0,37253.62,37713.79,13408.707305,0.07618,0.07863,0.07604,0.07817,128452743.2,2062.0,2132.83,2058.58,2080.68,179123.28624,56.52,58.78,56.19,56.86,785490.612,0.6208,0.6258,0.6154,0.6211,59005375.15
230,230,2023-11-25,232.7321,235.6756,232.3067,234.3531,9524.21004,37713.79,37887.49,37585.0,37784.01,2544.13158,0.07817,0.07913,0.07752,0.07892,66144991.4,2080.68,2090.29,2065.6,2083.05,46606.02316,56.86,59.8,55.67,58.81,755208.838,0.6211,0.6237,0.6156,0.6227,28994226.23
231,231,2023-11-26,234.3531,234.4125,227.8842,231.6324,10695.54573,37784.01,37814.65,37129.67,37442.0,5109.69626,0.07892,0.07896,0.07552,0.07869,80426944.6,2083.05,2094.0,2035.89,2062.32,102127.25416,58.81,59.03,56.12,57.54,481919.305,0.6227,0.6375,0.6061,0.6158,82970009.89
232,232,2023-11-27,231.6324,232.8106,222.5278,227.2438,15517.35971,37442.0,37560.28,36704.02,37243.8,7226.2773799999995,0.07869,0.08155,0.07676,0.07885,212559339.4,2062.32,2071.17,1985.0,2027.91,117709.41249,57.54,58.07,53.48,55.07,863945.222,0.6158,0.617,0.5938,0.6038,66221751.949999996
233,233,2023-11-28,227.2438,231.7136,224.2522,229.5635,12851.91526,37243.8,38384.19,36876.11,37817.48,10551.98942,0.07885,0.0812,0.07671,0.08085,270275216.5,2027.91,2075.59,1994.79,2048.29,107708.84445,55.07,58.64,53.95,58.18,1013102.987,0.6038,0.6139,0.5957,0.6105,51139135.39
234,234,2023-11-29,229.5635,231.1897,226.1229,227.2335,10895.42867,37817.48,38470.71,37568.1,37853.47,7907.81732,0.08085,0.08315,0.07959,0.08048,227761615.6,2048.29,2075.63,2018.92,2028.81,81844.44951,58.18,61.78,57.75,59.32,1384511.534,0.6105,0.618,0.604,0.6092,63923140.93
235,235,2023-11-30,227.2335,229.1271,226.002,227.5673,9175.66467,37853.47,38142.75,37464.95,37725.18,5493.930368,0.08048,0.08443,0.0804,0.08344,288188495.90000004,2028.81,2054.64,2020.94,2051.9,68397.6958,59.32,61.71,58.76,59.29,1167017.419,0.6092,0.6097,0.5978,0.6063,56776818.81
236,236,2023-12-01,227.5673,229.8918,227.0309,228.4683,10839.93894,37725.18,38985.54,37615.35,38685.0,9982.622441,0.08344,0.08509,0.08227,0.08387,231868196.9,2051.9,2110.97,2045.11,2087.36,121445.75798,59.29,61.9,58.61,59.75,1068703.165,0.6063,0.6143,0.6031,0.6126,53016274.0
237,237,2023-12-02,228.4683,230.1055,226.3214,228.9749,16330.67669,38685.0,39778.07,38644.34,39450.32,6266.5632350000005,0.08387,0.08662,0.08324,0.08619,152442512.7,2087.36,2191.55,2086.2,2164.73,119189.67745,59.75,63.91,59.67,63.66,966568.001,0.6126,0.625,0.611,0.6206,37195221.02
238,238,2023-12-03,228.9749,231.7626,226.0489,227.9416,13252.33876,39450.32,40287.09,39278.0,39969.61,5609.215096,0.08619,0.08741,0.08359,0.08571,211046859.7,2164.73,2217.65,2149.11,2192.81,85440.51871,63.66,65.55,62.24,62.97,933226.336,0.6206,0.6341,0.6168,0.623,75825870.45
239,239,2023-12-04,227.9416,237.2792,224.426,233.4013,34384.22514,39969.61,42418.42,39969.61,41985.41,17506.645624,0.08571,0.09261,0.08484,0.0919,712660798.2,2192.81,2274.39,2191.25,2243.22,163540.36858,62.97,65.28,59.4,61.63,1509945.361,0.623,0.6439,0.573,0.6245,163680890.66
240,240,2023-12-05,233.4013,234.8778,227.9625,231.2565,25499.87842,41985.41,44496.99,41388.0,44073.67,20570.159041,0.0919,0.09587,0.08744,0.09434,510218953.2,2243.22,2309.92,2188.2,2293.32,194996.12998,61.63,62.64,59.1,61.02,1317879.355,0.6245,0.6304,0.6075,0.621,90940189.84
241,241,2023-12-06,231.2565,234.7639,228.5769,229.6031,33394.5187,44073.67,44290.0,43361.31,43761.75,12477.042568,0.09434,0.10645,0.09342,0.09492,1252992533.2,2293.32,2311.82,2219.68,2232.88,142703.16999,61.02,66.65,61.02,61.84,2660879.394,0.621,0.6436,0.6099,0.6398,180325573.18
242,242,2023-12-07,229.6031,234.832,228.3784,232.6703,27800.45161,43761.75,44048.35,42832.49,43272.71,13132.332546,0.09492,0.09832,0.09287,0.09586,512265486.4,2232.88,2382.79,2221.93,2355.68,187765.25233,61.84,69.43,61.63,67.76,2195113.127,0.6398,0.6545,0.621,0.6432,159547467.68
243,243,2023-12-08,232.6703,239.9345,232.2463,238.9555,30405.47697,43272.71,44717.63,43083.55,44170.71,9475.379776,0.09586,0.10386,0.09557,0.10166,380782255.1,2355.68,2392.5,2336.65,2358.66,138613.33761,67.76,75.61,67.75,74.92,2235219.016,0.6432,0.6757,0.6376,0.6721,126247577.19
244,244,2023-12-09,238.9555,245.5084,236.2244,237.7369,28786.75513,44170.71,44357.39,43509.32,43711.98,5245.3749800000005,0.10166,0.10496,0.09737,0.09846,345136824.5,2358.66,2403.63,2328.53,2340.62,98134.85835,74.92,77.81,71.58,72.3,2098654.512,0.6721,0.7004,0.6517,0.6586,212802283.89
245,245,2023-12-10,237.7369,241.2762,236.8666,239.8373,15538.08277,43711.98,44047.3,43560.76,43790.53,3552.163633,0.09846,0.10275,0.09662,0.10186,257055089.9,2340.62,2377.24,2322.21,2352.25,50993.69573,72.3,74.88,70.68,74.87,1087481.226,0.6586,0.6712,0.6471,0.6617,96137010.05
246,246,2023-12-11,239.8373,248.1152,226.8518,246.4559,73723.57337,43790.53,43805.29,40226.56,41252.56,23178.722388,0.10186,0.10738,0.08905,0.09413,881652070.8000001,2352.25,2354.94,2136.55,2224.81,206391.62927,74.87,74.98,63.4,70.26,2466057.103,0.6617,0.6627,0.5812,0.6188,203016691.21
247,247,2023-12-12,246.4559,257.166,245.624,254.4585,71158.71718,41252.56,42116.58,40678.89,41489.47,11627.584303,0.09413,0.09804,0.0912,0.09379,366896433.1,2224.81,2244.06,2165.59,2203.39,100768.45135,70.26,72.42,65.74,68.59,1506272.615,0.6188,0.6263,0.6067,0.6192,95141551.49
248,248,2023-12-13,254.4585,255.9675,244.142,252.045,47649.29201,41489.47,43500.0,40563.6,42867.51,12900.554791,0.09379,0.09754,0.08979,0.09641,257670385.6,2203.39,2284.71,2145.97,2260.01,115019.79608,68.59,73.0,63.66,70.62,1449764.577,0.6192,0.635,0.5932,0.6275,125277804.09
249,249,2023-12-14,252.045,254.0948,247.1421,253.2577,31992.94363,42867.51,43432.94,41317.58,43020.44,11088.378856000001,0.09641,0.09875,0.09316,0.09832,246580192.2,2260.01,2332.35,2228.56,2315.1,126289.87961,70.62,76.28,68.09,75.73,1586183.095,0.6275,0.6379,0.602,0.6316,97845998.95
250,250,2023-12-15,253.2577,253.3897,242.3189,244.8496,22623.01661,43020.44,43082.04,41658.26,41941.98,7673.364488,0.09832,0.0988,0.09234,0.09302,231870296.9,2315.1,2317.73,2195.37,2220.61,106533.33536,75.73,79.53,72.12,72.49,1719521.3900000001,0.6316,0.6441,0.6121,0.6155,88570194.08
